sIP,sport,dIP,dport,,timestamp,Cd/Cp,Sd/Sp,C0/Sd,S0/Cd,Cd/Pd,Sd/Pd,Cf/Cd,Sf/Sd,Ca1/Cd,Ca2/Cd,Ca4/Cd,Sa2/Sd,Sa4/Sd
111.230.217.47,51849,150.57.248.121,80,,1,1,0,0,0,1,0,0.1881,0,0,0.0099,0.9901,0,0
203.77.116.218,80,3.200.29.44,58654,,1,0,1,0,0,0,1,0,0,0,0,0,0,1
3.200.29.44,58654,203.77.116.218,80,,1,1,0,0,0,1,0,0,0,0,0,1,0,0
150.57.248.121,443,101.30.224.224,50477,,0,0,1,0,0,0,1,0,0.396,0,0,0,0,1
101.30.224.224,50477,150.57.248.121,443,,0,1,0,0,0,1,0,0.396,0,0,0,1,0,0
203.77.116.218,80,106.187.184.184,62037,,1,0,0.9901,0.03,0,0,1,0,0,0,0,0,0,1
106.187.184.184,62037,203.77.116.218,80,,1,0.9901,0,0,0.03,1,0,0,0,0,0,1,0,0
150.57.248.121,443,101.30.224.224,50476,,0,0,1,0,0,0,1,0,0.3366,0,0,0,0,0.9901
101.30.224.224,50476,150.57.248.121,443,,0,1,0,0,0,1,0,0.3366,0,0.0099,0,0.9901,0,0
150.57.248.121,80,115.75.124.165,34055,,1,0,1,0,0,0,1,0,0.1287,0,0,0,0.0099,0.9703
115.75.124.165,34055,150.57.248.121,80,,1,1,0,0,0,1,0,0.1287,0,0.0099,0.0099,0.9703,0,0
150.57.248.121,80,115.75.222.164,42184,,1,0,1,0,0,0,1,0,0,0,0,0,0,1
115.75.222.164,42184,150.57.248.121,80,,1,1,0,0,0,1,0,0,0,0,0,1,0,0
150.57.248.121,80,115.75.222.164,42212,,1,0,1,0,0,0,1,0,0.0099,0,0,0,0,1
115.75.222.164,42212,150.57.248.121,80,,1,1,0,0,0,1,0,0.0099,0,0,0,1,0,0
150.57.248.121,443,101.30.224.224,50484,,0,0,1,0,0,0,1,0,0.396,0,0,0,0.0099,0.9802
101.30.224.224,50484,150.57.248.121,443,,0,1,0,0,0,1,0,0.396,0,0,0.0099,0.9802,0,0
150.57.248.121,80,115.75.124.167,43700,,1,0,1,0,0,0,1,0,0.099,0,0,0,0.0099,0.9802
115.75.124.167,43700,150.57.248.121,80,,1,1,0,0,0,1,0,0.099,0,0.0099,0.0099,0.9802,0,0
150.57.248.121,80,118.15.7.138,45982,,1,0,0.9901,0,0,0,1,0,0.23,0,0,0,0,1
118.15.7.138,45982,150.57.248.121,80,,1,0.9901,0,0,0,1,0,0.23,0,0,0,1,0,0
150.57.248.121,443,101.30.224.224,50485,,0,0,1,0,0,0,1,0,0.3465,0,0,0,0.0099,0.9901
101.30.224.224,50485,150.57.248.121,443,,0,1,0,0,0,1,0,0.3465,0,0,0.0099,0.9901,0,0
150.57.248.121,80,219.241.254.202,47415,,1,0,1,0,0,0,1,0,0.4356,0,0,0,0.0198,0.9802
219.241.254.202,47415,150.57.248.121,80,,1,1,0,0,0,1,0,0.4356,0,0,0.0198,0.9802,0,0
150.57.248.121,443,59.174.128.9,59412,,0,0,1,0,0,0,1,0,0.0099,0,0,0,0,1
59.174.128.9,59412,150.57.248.121,443,,0,1,0,0,0,1,0,0.0099,0,0,0,1,0,0
172.249.25.181,443,133.27.10.200,63499,,1,0,1,0.5149,0,0,1,0,0.0099,0,0,0,0,1
133.27.10.200,63499,172.249.25.181,443,,1,1,0,0,0.5149,1,0,0.0099,0,0,0,1,0,0
150.57.248.121,80,153.198.112.222,34428,,1,0,0.9901,0.3,0,0,1,0,0.38,0,0,0,0.01,0.99
153.198.112.222,34428,150.57.248.121,80,,1,0.9901,0,0,0.3,1,0,0.38,0,0,0.01,0.99,0,0
150.57.248.121,80,153.156.41.183,52013,,0,0,1,0.3366,0,0,1,0,0.4851,0,0,0,0,0.9208
153.156.41.183,52013,150.57.248.121,80,,0,1,0,0,0.3366,1,0,0.4851,0,0,0,0.9208,0,0
202.198.44.179,23536,104.120.156.140,80,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104.120.156.140,80,202.198.44.179,23536,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150.57.172.44,8080,114.95.167.124,55274,,1,0,1,0.802,0,0,1,0,0.0099,0,0,0,0,1
114.95.167.124,55274,150.57.172.44,8080,,1,1,0,0,0.802,1,0,0.0099,0,0,0,1,0,0
150.57.248.121,80,118.15.7.138,45982,,1,0,1,0,0,0,1,0,0.5248,0,0,0,0,1
118.15.7.138,45982,150.57.248.121,80,,1,1,0,0,0,1,0,0.5248,0,0,0,1,0,0
150.57.172.44,8080,114.95.167.124,55277,,1,0,1,0.7228,0,0,1,0,0.0099,0,0,0,0,1
114.95.167.124,55277,150.57.172.44,8080,,1,1,0,0,0.7228,1,0,0.0099,0,0,0,1,0,0
210.193.44.119,63652,203.77.126.80,80,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
203.77.126.80,80,210.193.44.119,63652,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
150.57.172.44,8080,114.95.167.124,55275,,1,0,1,0.4257,0,0,1,0,0,0,0,0,0,1
114.95.167.124,55275,150.57.172.44,8080,,1,1,0,0,0.4257,1,0,0,0,0,0,1,0,0
150.57.172.44,8080,114.95.167.124,55278,,1,0,1,0.3366,0,0,1,0,0.0198,0,0,0,0,1
114.95.167.124,55278,150.57.172.44,8080,,1,1,0,0,0.3366,1,0,0.0198,0,0,0,1,0,0
150.57.248.121,80,153.187.219.37,38450,,1,0,1,0,0,0,1,0,0.3861,0,0,0,0.0396,0.9604
153.187.219.37,38450,150.57.248.121,80,,1,1,0,0,0,1,0,0.3861,0,0,0.0396,0.9604,0,0
150.57.172.44,8080,114.95.167.124,55282,,1,0,1,0.4356,0,0,1,0,0.0396,0,0,0,0,1
114.95.167.124,55282,150.57.172.44,8080,,1,1,0,0,0.4356,1,0,0.0396,0,0,0,1,0,0
150.57.248.121,80,115.75.124.166,47174,,1,0,1,0,0,0,1,0,0.1089,0,0,0,0.0099,0.9802
115.75.124.166,47174,150.57.248.121,80,,1,1,0,0,0,1,0,0.1089,0,0.0099,0.0099,0.9802,0,0
150.57.248.121,80,124.86.88.46,54494,,0,0,1,0.9802,0,0,1,0,0.505,0,0,0,0,1
124.86.88.46,54494,150.57.248.121,80,,0,1,0,0,0.9802,1,0,0.505,0,0,0,1,0,0
150.57.248.121,443,1.233.210.106,4024,,0,0,1,0,0,0,1,0,0.2475,0,0,0,0,0.9901
1.233.210.106,4024,150.57.248.121,443,,0,1,0,0,0,1,0,0.2475,0,0,0,0.9901,0,0
150.57.172.44,8080,114.95.167.124,55283,,1,0.0244,1,0.396,0,0.0098,0.9902,1,0.0297,0,1,0,0,1
114.95.167.124,55283,150.57.172.44,8080,,1,1,0.0244,0,0.396,0.9902,0.0098,0.0297,1,0,0,1,1,0
172.249.30.182,443,131.142.218.89,54261,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131.142.218.89,54261,172.249.30.182,443,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150.57.248.121,80,133.150.148.170,63255,,0,0,1,0.6733,0,0,1,0,0.2376,0,0,0,0.0099,0.8614
133.150.148.170,63255,150.57.248.121,80,,0,1,0,0,0.6733,1,0,0.2376,0,0,0.0099,0.8614,0,0
150.57.182.64,56415,155.153.54.212,80,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155.153.54.212,80,150.57.182.64,56415,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150.57.172.44,8080,114.95.167.124,55278,,1,0,1,0.5842,0,0,1,0,0,0,0,0,0,1
114.95.167.124,55278,150.57.172.44,8080,,1,1,0,0,0.5842,1,0,0,0,0,0,1,0,0
150.57.172.44,8080,114.95.167.124,55284,,1,0,1,0.6337,0,0,1,0,0.0099,0,0,0,0,1
114.95.167.124,55284,150.57.172.44,8080,,1,1,0,0,0.6337,1,0,0.0099,0,0,0,1,0,0
150.57.248.121,80,115.75.124.167,43695,,1,0,1,0,0,0,1,0,0.1287,0,0,0,0,0.9901
115.75.124.167,43695,150.57.248.121,80,,1,1,0,0,0,1,0,0.1287,0,0.0099,0,0.9901,0,0
150.57.172.44,8080,114.95.167.124,55301,,1,0,1,0.5149,0,0,1,0,0.0297,0,0,0,0,1
114.95.167.124,55301,150.57.172.44,8080,,1,1,0,0,0.5149,1,0,0.0297,0,0,0,1,0,0
150.57.172.44,8080,114.95.167.124,55279,,1,0,1,0.4752,0,0,1,0,0.0198,0,0,0,0,1
114.95.167.124,55279,150.57.172.44,8080,,1,1,0,0,0.4752,1,0,0.0198,0,0,0,1,0,0
150.57.172.44,8080,114.95.167.124,55281,,1,0,1,0.4059,0,0,1,0,0.0099,0,0,0,0,1
114.95.167.124,55281,150.57.172.44,8080,,1,1,0,0,0.4059,1,0,0.0099,0,0,0,1,0,0
150.57.248.121,80,115.75.124.165,34055,,1,0,1,0,0,0,1,0,0.0693,0,0,0,0,0.9901
115.75.124.165,34055,150.57.248.121,80,,1,1,0,0,0,1,0,0.0693,0,0.0099,0,0.9901,0,0
150.57.172.44,8080,114.95.167.124,55282,,1,0,1,0.3465,0,0,1,0,0,0,0,0,0,1
114.95.167.124,55282,150.57.172.44,8080,,1,1,0,0,0.3465,1,0,0,0,0,0,1,0,0
150.57.172.44,8080,114.95.167.124,55283,,1,0,1,0.3762,0,0,1,0,0,0,0,0,0,1
114.95.167.124,55283,150.57.172.44,8080,,1,1,0,0,0.3762,1,0,0,0,0,0,1,0,0
150.57.248.121,80,54.33.56.85,36279,,1,0,1,0,0,0,1,0,0.2871,0,0,0,0,0.9901
54.33.56.85,36279,150.57.248.121,80,,1,1,0,0,0,1,0,0.2871,0,0.0099,0,0.9901,0,0
150.57.172.44,8080,114.95.167.124,55285,,1,0,1,0.4257,0,0,1,0,0.0198,0,0,0,0,1
114.95.167.124,55285,150.57.172.44,8080,,1,1,0,0,0.4257,1,0,0.0198,0,0,0,1,0,0
150.57.248.121,80,111.230.217.47,51849,,1,0,1,0,0,0,1,0,0.1584,0,0,0,0,0.9604
111.230.217.47,51849,150.57.248.121,80,,1,1,0,0,0,1,0,0.1584,0,0,0,0.9604,0,0
202.198.44.179,23536,104.120.156.140,80,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104.120.156.140,80,202.198.44.179,23536,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150.57.172.44,8080,114.95.167.124,55301,,1,0,1,0.396,0,0,1,0,0,0,0,0,0,1
114.95.167.124,55301,150.57.172.44,8080,,1,1,0,0,0.396,1,0,0,0,0,0,1,0,0
150.57.172.44,8080,114.95.167.124,55280,,1,0,1,0.3267,0,0,1,0,0.0099,0,0,0,0,1
114.95.167.124,55280,150.57.172.44,8080,,1,1,0,0,0.3267,1,0,0.0099,0,0,0,1,0,0
150.57.172.44,8080,114.95.167.124,55284,,1,0,1,0.396,0,0,1,0,0,0,0,0,0,1
114.95.167.124,55284,150.57.172.44,8080,,1,1,0,0,0.396,1,0,0,0,0,0,1,0,0
150.57.248.121,80,115.75.124.167,43700,,1,0,1,0,0,0,1,0,0.0297,0,0,0,0,1
115.75.124.167,43700,150.57.248.121,80,,1,1,0,0,0,1,0,0.0297,0,0,0,1,0,0
150.57.248.121,443,59.174.128.9,59412,,0,0,1,0,0,0,1,0,0,0,0,0,0,1
59.174.128.9,59412,150.57.248.121,443,,0,1,0,0,0,1,0,0,0,0,0,1,0,0
150.57.248.121,80,115.75.124.164,50728,,1,0,1,0,0,0,1,0,0.0099,0,0,0,0,1
115.75.124.164,50728,150.57.248.121,80,,1,1,0,0,0,1,0,0.0099,0,0,0,1,0,0
210.193.44.119,63652,203.77.126.80,80,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
203.77.126.80,80,210.193.44.119,63652,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
150.57.248.121,80,115.75.222.164,42201,,1,0,1,0,0,0,1,0,0,0,0,0,0,1
115.75.222.164,42201,150.57.248.121,80,,1,1,0,0,0,1,0,0,0,0,0,1,0,0
150.57.248.121,80,153.198.112.222,34428,,1,0,1,0.4059,0,0,1,0,0.4653,0,0,0,0,1
153.198.112.222,34428,150.57.248.121,80,,1,1,0,0,0.4059,1,0,0.4653,0,0,0,1,0,0
150.57.172.44,8080,114.95.167.124,55279,,1,0,1,0.3465,0,0,1,0,0,0,0,0,0,1
114.95.167.124,55279,150.57.172.44,8080,,1,1,0,0,0.3465,1,0,0,0,0,0,1,0,0
133.27.162.40,80,222.28.32.207,50404,,1,0,1,0,0,0,1,0,0.0297,0,0,0,0,0.9802
222.28.32.207,50404,133.27.162.40,80,,1,1,0,0,0,1,0,0.0297,0,0,0,0.9802,0,0
150.57.172.44,8080,114.95.167.124,55301,,1,0,1,0.4257,0,0,1,0,0,0,0,0,0,1
114.95.167.124,55301,150.57.172.44,8080,,1,1,0,0,0.4257,1,0,0,0,0,0,1,0,0
150.57.248.121,80,203.72.161.129,4671,,1,0,1,0.3168,0,0,1,0,0.3762,0,0,0,0,0.9703
203.72.161.129,4671,150.57.248.121,80,,1,1,0,0,0.3168,1,0,0.3762,0,0,0,0.9703,0,0
150.57.172.44,8080,114.95.167.124,55302,,1,0,1,0.4059,0,0,1,0,0,0,0,0,0,1
114.95.167.124,55302,150.57.172.44,8080,,1,1,0,0,0.4059,1,0,0,0,0,0,1,0,0
172.249.25.181,443,133.27.10.200,63499,,1,0,1,0.2574,0,0,1,0,0,0,0,0,0,1
133.27.10.200,63499,172.249.25.181,443,,1,1,0,0,0.2574,1,0,0,0,0,0,1,0,0
150.57.248.121,80,52.14.48.192,51054,,1,0,0.9901,0,0,0,1,0,0.16,0,0,0,0,1
52.14.48.192,51054,150.57.248.121,80,,1,0.9901,0,0,0,1,0,0.16,0,0,0,1,0,0
150.57.172.44,8080,114.95.167.124,55281,,1,0,1,0.2574,0,0,1,0,0.0198,0,0,0,0,1
114.95.167.124,55281,150.57.172.44,8080,,1,1,0,0,0.2574,1,0,0.0198,0,0,0,1,0,0
203.77.116.218,80,124.145.111.217,41330,,1,0,1,0.0594,0,0,1,0,0.0099,0,0,0,0,0.9901
124.145.111.217,41330,203.77.116.218,80,,1,1,0,0,0.0594,1,0,0.0099,0,0,0,0.9901,0,0
150.57.248.121,443,101.30.224.224,50509,,0,0,1,0,0,0,1,0,0.4059,0,0,0,0,1
101.30.224.224,50509,150.57.248.121,443,,0,1,0,0,0,1,0,0.4059,0,0,0,1,0,0
150.57.172.44,8080,114.95.167.124,55285,,1,0,1,0.3366,0,0,1,0,0,0,0,0,0,1
114.95.167.124,55285,150.57.172.44,8080,,1,1,0,0,0.3366,1,0,0,0,0,0,1,0,0
150.57.182.64,56418,155.153.54.212,80,,0,0,0.0099,0,0,0,1,0,1,0,0,0,1,0
155.153.54.212,80,150.57.182.64,56418,,0,0.0099,0,0,0,1,0,1,0,0,1,0,0,0
150.57.248.121,443,101.30.224.224,50479,,0,0,1,0,0,0,1,0,0.3861,0,0,0,0,1
101.30.224.224,50479,150.57.248.121,443,,0,1,0,0,0,1,0,0.3861,0,0,0,1,0,0
150.57.248.121,80,106.169.159.119,56963,,1,0,1,0,0,0,1,0,0.198,0,0,0,0,1
106.169.159.119,56963,150.57.248.121,80,,1,1,0,0,0,1,0,0.198,0,0,0,1,0,0
150.57.248.121,443,101.30.224.224,50481,,0,0,1,0,0,0,1,0,0.4653,0,0,0,0.0099,0.9901
101.30.224.224,50481,150.57.248.121,443,,0,1,0,0,0,1,0,0.4653,0,0,0.0099,0.9901,0,0
150.57.248.121,443,101.30.224.224,50476,,0,0,1,0,0,0,1,0,0.4158,0,0,0,0,0.9901
101.30.224.224,50476,150.57.248.121,443,,0,1,0,0,0,1,0,0.4158,0,0,0,0.9901,0,0
115.191.208.212,80,150.57.248.180,50570,,1,0,1,0.4356,0,0,1,0,0.0198,0,0,0,0,1
150.57.248.180,50570,115.191.208.212,80,,1,1,0,0,0.4356,1,0,0.0198,0,0,0,1,0,0
150.57.248.121,443,101.30.224.224,50477,,0,0,1,0,0,0,1,0,0.3564,0,0,0,0,1
101.30.224.224,50477,150.57.248.121,443,,0,1,0,0,0,1,0,0.3564,0,0,0,1,0,0
150.57.172.44,8080,114.95.167.124,55280,,1,0,1,0.3663,0,0,1,0,0.0198,0,0,0,0,1
114.95.167.124,55280,150.57.172.44,8080,,1,1,0,0,0.3663,1,0,0.0198,0,0,0,1,0,0
150.57.172.44,8080,114.95.167.124,55302,,1,0,1,0.3564,0,0,1,0,0.0099,0,0,0,0,1
114.95.167.124,55302,150.57.172.44,8080,,1,1,0,0,0.3564,1,0,0.0099,0,0,0,1,0,0
150.57.248.121,443,101.30.224.224,50487,,0,0,1,0,0,0,1,0,0.3564,0,0,0,0,1
101.30.224.224,50487,150.57.248.121,443,,0,1,0,0,0,1,0,0.3564,0,0,0,1,0,0
150.57.182.64,56409,155.153.54.255,80,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155.153.54.255,80,150.57.182.64,56409,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150.57.172.44,8080,114.95.167.124,55317,,1,0,1,0.3663,0,0,1,0,0,0,0,0,0,1
114.95.167.124,55317,150.57.172.44,8080,,1,1,0,0,0.3663,1,0,0,0,0,0,1,0,0
202.198.44.196,443,219.236.166.193,52862,,0,0,1,0,0,0,1,0,0.0099,0,0,0,0,1
219.236.166.193,52862,202.198.44.196,443,,0,1,0,0,0,1,0,0.0099,0,0,0,1,0,0
150.57.248.121,80,27.102.10.218,52607,,0,0,1,0.4257,0,0,1,0,0.3861,0,0,0,0,1
27.102.10.218,52607,150.57.248.121,80,,0,1,0,0,0.4257,1,0,0.3861,0,0,0,1,0,0
150.57.182.64,56411,155.153.54.212,80,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155.153.54.212,80,150.57.182.64,56411,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150.57.248.121,443,103.3.98.172,21525,,1,0,1,0,0,0,1,0,0.3069,0,0,0,0,1
103.3.98.172,21525,150.57.248.121,443,,1,1,0,0,0,1,0,0.3069,0,0,0,1,0,0
150.57.172.44,8080,114.95.167.124,55316,,1,0,1,0.495,0,0,1,0,0,0,0,0,0,1
114.95.167.124,55316,150.57.172.44,8080,,1,1,0,0,0.495,1,0,0,0,0,0,1,0,0
150.57.172.44,8080,114.95.167.124,55285,,1,0,1,0.3168,0,0,1,0,0.0099,0,0,0,0,1
114.95.167.124,55285,150.57.172.44,8080,,1,1,0,0,0.3168,1,0,0.0099,0,0,0,1,0,0
202.198.44.179,23536,104.120.156.140,80,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104.120.156.140,80,202.198.44.179,23536,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150.57.248.121,80,115.75.222.164,42184,,1,0,1,0,0,0,1,0,0,0,0,0,0,1
115.75.222.164,42184,150.57.248.121,80,,1,1,0,0,0,1,0,0,0,0,0,1,0,0
150.57.172.44,8080,114.95.167.124,55317,,1,0,1,0.4356,0,0,1,0,0,0,0,0,0,1
114.95.167.124,55317,150.57.172.44,8080,,1,1,0,0,0.4356,1,0,0,0,0,0,1,0,0
150.57.172.44,8080,114.95.167.124,55316,,1,0,1,0.5446,0,0,1,0,0.0198,0,0,0,0,1
114.95.167.124,55316,150.57.172.44,8080,,1,1,0,0,0.5446,1,0,0.0198,0,0,0,1,0,0
210.193.44.119,63652,203.77.126.80,80,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
203.77.126.80,80,210.193.44.119,63652,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
150.57.248.121,443,101.30.224.224,50483,,0,0,1,0,0,0,1,0,0.3465,0,0,0,0,1
101.30.224.224,50483,150.57.248.121,443,,0,1,0,0,0,1,0,0.3465,0,0,0,1,0,0
150.57.248.121,80,115.75.124.166,47174,,1,0,1,0,0,0,1,0,0.1485,0,0,0,0.0198,0.9604
115.75.124.166,47174,150.57.248.121,80,,1,1,0,0,0,1,0,0.1485,0,0.0099,0.0198,0.9604,0,0
150.57.248.121,80,111.211.202.176,58588,,1,0,1,0,0,0,1,0,0.3465,0,0,0,0,1
111.211.202.176,58588,150.57.248.121,80,,1,1,0,0,0,1,0,0.3465,0,0,0,1,0,0
150.57.248.121,80,111.230.217.47,51849,,1,0,1,0,0,0,1,0,0.1782,0,0,0,0,0.9604
111.230.217.47,51849,150.57.248.121,80,,1,1,0,0,0,1,0,0.1782,0,0,0,0.9604,0,0
150.57.248.121,443,101.30.224.224,50486,,0,0,1,0,0,0,1,0,0.4554,0,0,0,0,1
101.30.224.224,50486,150.57.248.121,443,,0,1,0,0,0,1,0,0.4554,0,0,0,1,0,0
150.57.248.121,443,119.172.17.225,59470,,0,0,1,0,0,0,1,0,0.3564,0,0,0,0,1
119.172.17.225,59470,150.57.248.121,443,,0,1,0,0,0,1,0,0.3564,0,0,0,1,0,0
150.57.248.121,443,101.30.224.224,50484,,0,0,1,0,0,0,1,0,0.396,0,0,0,0,0.9901
101.30.224.224,50484,150.57.248.121,443,,0,1,0,0,0,1,0,0.396,0,0,0,0.9901,0,0
150.57.248.121,80,115.75.124.165,34055,,1,0,1,0,0,0,1,0,0.0891,0,0,0,0,1
115.75.124.165,34055,150.57.248.121,80,,1,1,0,0,0,1,0,0.0891,0,0,0,1,0,0
150.57.182.64,56410,155.153.54.255,80,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155.153.54.255,80,150.57.182.64,56410,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150.57.182.64,56421,155.153.54.212,80,,0,0,0.0099,0,0,0,1,0,1,0,0,0,1,0
155.153.54.212,80,150.57.182.64,56421,,0,0.0099,0,0,0,1,0,1,0,0,1,0,0,0
150.57.248.121,80,115.75.124.167,43700,,1,0,1,0,0,0,1,0,0.0693,0,0,0,0,0.9802
115.75.124.167,43700,150.57.248.121,80,,1,1,0,0,0,1,0,0.0693,0,0.0099,0,0.9802,0,0
150.57.248.121,443,59.174.128.9,59412,,0,0,1,0,0,0,1,0,0.0198,0,0,0,0,1
59.174.128.9,59412,150.57.248.121,443,,0,1,0,0,0,1,0,0.0198,0,0,0,1,0,0
